text	future_sentiment	class
السهم مغثه جدااااا هدف 14.10 14.30 وقف 13.90	pessimistic	finance
الحظ فقط للأسهم القرنبع خلصوا من أميانتيت واليوم ساحبين ثمار فوق	pessimistic	finance
وشلون يبي يسوق الباص هذا هو الكلام	neutral	finance
على الأقل نتعامل مع أفضل السيئين	optimistic	finance
يتصنعن الرفاهيه يااحصائيين ولسن بالضبط سعيدات وهناك سعيدات ايضا لاننكر ومن ظهر غيرها من زوجها من ومن وقليلات براتبها	neutral	finance
عادي انت ماتعرف الفرق بين الاقساط المكتتبه والخسائر لذلك مش مهم تعرف الفرق بين موافقة البنك المركزي والهيئه	neutral	finance
السوق اكبر منك يا ابا سعيد ما يحتاج نجربك	neutral	finance
الرخمه رخمه ولو طار	pessimistic	finance
باغة!! لاحول ولا قوة إلا بالله العلي العظيم	neutral	finance
افا ليه! اكيد اسعارهم غالية	pessimistic	finance
بعته بخسارة 117 ريال واشتريت صحتي .. سهم معفن.	pessimistic	finance
العب بنص الكميات طلع بيع نزل اشتري خله يطفش	neutral	finance
السوق ماهو لكم ياصغار المتداولين	pessimistic	finance
أسوء مطعم أخذت منهم قبل اسبوعين مندي لحم نفر ب 95 ريال تكرم النعمة ما تاكله حتى ....	pessimistic	finance
يخسى ويعقب ماهو هو اللي رفعه وعادته اذا نسب سهم يجي بعد مايرتفع ويحطه مع قائمة متابعته ههههههه	neutral	finance
المنجم يستاهل 3 خانات	optimistic	finance
المنتدى عود روضه اطفال	pessimistic	finance
وانت تصدق كل ما يقال العيب ليس فيهم العيب في اللي يصدقهم هذا سوق مال عرض وطلب ومخاطرة كبيرة	pessimistic	finance
ما شاء الله كلن يطبل لسهمه	optimistic	finance
جرب تراقب وين تخارجوا	neutral	finance
الله يعين المشرفين على عقلياتكم المصديه	pessimistic	finance
وش ذا البطن ؟ شكله بطن ديناصور	neutral	finance
هههههه وين اللي،يقول المتحده بتنسب هذا مضارب مجرم مع مرتبة الشرف	pessimistic	finance
شف انا شفت نتايجه وقلت بروح 90 لو مانزل نتائجه ماوصيت عليه لاني مادري وش بيعلن	neutral	finance
😂😂😂😂 ذوقنا المر ابن الذينا	neutral	finance
بالمنطق أخي .. هل الإقتصاد الأمريكي يقارن بالإقتصاد السعودي !! المقارنة بين السوقين مقارنة خاطئة	neutral	finance
من يوم شفت صباح الخير غسلت يدي	neutral	finance
هههه شكلك احول اجل احمر	neutral	finance
المنتدى كثروا فيه المهرجين والمحرجين	pessimistic	finance
مايحصل في عنايه وامانه شي غريب ولا يدخل العقل وبالمنطق ليس هناك اندماج ولكن في سوقنا توقع كل شي	pessimistic	finance
وش سالفة الجلد اللي فيه	neutral	finance
مااذكر انك قلت شي بلاها ملاقه	neutral	finance
كله بكوم ومنحنيها بكوم	neutral	finance
فعلاً السهم تطفيش وتجميع	pessimistic	finance
اي تصريف واي بطيخ	neutral	finance
قلنا لكم المضاربه مهي لكم	neutral	finance
فعلا بعض المواضيع قد تنقل ( للشاوي ) يرعاها مع غنمه	neutral	finance
صدقت والله انها الماسونيه	pessimistic	finance
تكاثرت الجحوش والزريبه وحده😂	neutral	finance
اعجبني العنوان معنا هنا في المنتدى شيوخ قبيلة المناقزون ناس ماترتاح لين تناقز وتخسر	pessimistic	finance
ابعد الداب .... الله لايخسر مسلم	pessimistic	finance
أعطوه يستاهل المحارب الأسطوري 🤢🤮🤢🤮	neutral	finance
والله من الخرط الفاضي شغال داعية لنفسك الله يصلحك عشان تدير محافظ	neutral	finance
السلحفاة ارامكو الفكة منها غنيمة	pessimistic	finance
الواسطات لها علاقه في كل التخصصات	neutral	finance
هيئه فاضيه فيه شي اهم من هالخرابيط	pessimistic	finance
ما يحسد المال إلا اصحابه 🥴🤪	neutral	finance
ونعم فيه لاكن ماعنده شي يقدمه فيه محلليين اكلفاء لم يذكر اسمه لهم صولات وجولات	neutral	finance
والله صرت تفهم في الفريم الشهري....🤣🤣🤣🤣 كل مواضيعك خبص x خبص	pessimistic	finance
ما تسوى عليه الطقطقة اللي بتجيه من ربعه	neutral	finance
حتى اسماء المحلات اللي باسم بعض الدول و مدنها عسى يتم منعها	pessimistic	finance
157 شركه مرتفعه مو عاجبكم	neutral	finance
حلاتك ساكت يالمضياف يومك ماتعرف تحتسي	neutral	finance
دايم ينزل الى 30 ويرتفع الى 35 او 37 هنا تصرف وتنتضره تحت سهم خايس	pessimistic	finance
خله يروح عندنا اطلق منه	pessimistic	finance
ارى ان يفتحوا سوق ثالث يسمونه سوق الخسائر وتضع فيه الشركات التى تكون خسائرها من 20% وفوق	pessimistic	finance
نعم لازم تغير سعر طلبك	neutral	finance
التأمين اليوم اغلبه رخو	pessimistic	finance
بشرط لازم تكونين مزيونة	neutral	finance
ملفك يقول مرجف نمره واستماره	pessimistic	finance
شركه رابحه وعدد الاسهم 22 مليون المفروض سعره فوق 40 بس مضاربه ثقيل طينه	pessimistic	finance
ياجماعة الخير خلوه يحرك المنتدى ويكتب اللي يبي ..الشرهه مهيب عليه الشرهه على اللي يرفع مواضيعه أويرد عليها	neutral	finance
لاتردون على هالجعافه اخصروه ياعالم شوفوا مواضيع السهم ينط فيها هذا اعتقد انه مكلف😂	pessimistic	finance
الله يصلحك اجل اللي تجاوزت كمية التداول في بعض البنوك مليون سهم ايش تسميه عجيب امركم	neutral	finance
دامك ماتدري خلك على حالك	neutral	finance
حالياً نعم أفضل من الراجحي. سابقاً لا. الراجحي مؤخراً صار ثقيل جداً و بطيء. كلمة❌ كلمت✅	pessimistic	finance
نومرسي يطبل للسهم مثل ماطبل لفيبكو	neutral	finance
lat7 >> بلهجة التشاتات يعني لتح واللتح الشرب بكثره خلك على المحارب احسن	neutral	finance
بالعكس اغلب الاسهم ماتحركت اللي تحرك الاسهم المنفوخه سابقا فقط	neutral	finance
هذا اذا قالوا لك الدلخ اذا حب يشارك وهو ماعنده الا الدجه هههههههههههههههههه	neutral	finance
الحسد والجشع مالي بطنه تاسي	pessimistic	finance
شركات ابو عمق ..	pessimistic	finance
ياكثر معرفاته لشرا طبل ولا باع يرجف	pessimistic	finance
المضارب زبال ويكرم الزبال عنه	pessimistic	finance
صحيح كلامك هذا العضو دهون لا يعلم انه يناقض نفسه بكلامه	neutral	finance
من يوم عرفتك وانت عجل سمين	neutral	finance
ليش الشركات العقارية لم تتفاعل مع مشاريع وزارة الإسكان ؟	neutral	finance
وش هالموضوع اللي لا له رجلين ولا راس	neutral	finance
نزل السوق م اعجبكم ارتفع مااعجبكم اقترح على صانع السوق يمشيه عرضي	neutral	finance
أسواق الأوراق المالية صنعة ! وليست طقطقة	neutral	finance
اوسخ شاشة تداول للكمبيوتر شاشة الراجحي .. الاسعار مجانية ومباشرة في الاهلي والراجحي ...	neutral	finance
غريب كل الاسهم اعطت الا الصادرات	neutral	finance
من هو هذا العضو المطبل وذنب الهوامير	neutral	finance
عافانا من الله من هالقناه	neutral	finance
اوسخ شاشة تداول للكمبيوتر شاشة الاهلي	neutral	finance
السهم غير متوافق وفق قائمة العصيمي	neutral	finance
محرقه هتلر ونسبه نعومي مكافئه الصناع	pessimistic	finance
مع احترامي الشديد ، ايش الفايدة من موضوعك ،هل هذا منتدى اقتصادي والا سواليف	neutral	finance
زبن جحش كثيرة فيه	neutral	finance
ثاني مره يسويها يطلع ثم يدحدر في نفس الجلسة لو ثبت فوق كان ياسلام على الاقل تطمنا وزودنا الكمية	optimistic	finance
وش الفايده من الترشيح	pessimistic	finance
فكنا من الذمة يابو سالم ، اشتر ورزقنا ورزقك على الله	optimistic	finance
كيف ذلك موظفين ارامكووووووووووووو لديهم تامين وليس لدي ارامكو عقود مع مستشفيات ههههههههههههههههههههههه	neutral	finance
لا اعتقد انها مستفيدة فهي تملك مولات وقامت بتاجير محلاتها وين الاستفادة بالموضوع	pessimistic	finance
اي مستفيد الله يهديك	neutral	finance
اجازة وكسل من الحين لا مانبي اجازة ورانا انجازات نحتاج للعمل بجد	optimistic	finance
مسوي ذكي ودبجوا جمجوم الججججحش 111 هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ههههههههههههههههههههههه 109	neutral	finance
اكتب في خرائط جوجل (ملتقى مدينة المعرفة ) وشوف بعينك شوية مباني والكثير من الكلاب	neutral	finance
هؤلاء اسمهم ... المنظرين .... يتكاثرون بشكل كبير ....	pessimistic	finance
انت ترد على مين هههههههه وسالفة واطين يجون شياطين الإنس الي مااكثرهم بهالزمن ويفزعون لا ابليس	pessimistic	finance
ههههههههه هالمنتدى يفتي فيه حتى دهون	neutral	finance
السهم مغري للدخول ولكن مضارب السهم خمه ممل جدا جدا	pessimistic	finance
كذا مايصير سوق اسهم كذا جمعية خيرية 😂	neutral	finance
الغريب انك ماكتبت عنه الا بعد ما ارتفع ٥٪	neutral	finance
ان تكون غرابا خير من ان تكون طبلة تطبل لاذناب الهوامير	neutral	finance
لا الله يهديك سوقهم ممتاز خلنا نفتك منه	optimistic	finance
الاغلب يحرمها حتى علماء الازهر اصدروا بيان بعدم جوازها	neutral	finance
سيب القطاع / لملاكه وشوف لك سهم من خارج القطاع عشان نرتاح من مواضيعك عن القطاع تحياتي لك بالتوفيق والمكسب	optimistic	finance
يذبحون الطليان للضيوف حقين المعرض	neutral	finance
القمية الدفتريه للشركة 7 هللات كم تبغون يكون سعرها	neutral	finance
الجماعة ماقصروا فيك صراحة تستاهل هههههههههههههه دانتا تهزأت اوي اوي	neutral	finance
وسعر السهم 40 ريال قبل التحزئة هل ترى ان هذا مجزي!!!! أنا عن نفسي تكلفوا كثير بهذا المبلغ …	pessimistic	finance
موضوع ما له قيمة	pessimistic	finance
قصدك 58 واجد عليه حده 40 ريال وكثير عليه	pessimistic	finance
مريض نفسي الله يشفيك	neutral	finance
سبحان الله سهم مافيه بركه.. نزلت عليه اخبار إيجابية وهو لا حس ولا خبر	pessimistic	finance
ولا صفة من صفاتي اتمنى ان تكون في احد افراد اسرتي ابدا سواء ايجابية او سلبية !	neutral	finance
إذا أنت صاحب البحري فاختياراتك ممتازه بس التوقيت عندك خطأ	neutral	finance
لو حطيت نسبة الربح افضل من الارباح لان ارباح 60 الف مقارنة براس مال 5 مليون تعتبر طفسه كمثال	neutral	finance
عينو من الله خير وش ها الالفاظ	neutral	finance
مرسول الارجاف هههههههه كل موضوع يفتي فيه وخذ ارجاف	pessimistic	finance
هذا الموضوع لا يصح وغير سليم ولا يتوافق مع سياسة المنتدى	pessimistic	finance
انعام سهمي الغثيث شمس النايفات بترو رابغ كيان التصنيع والقائمه تطول	pessimistic	finance
والله ما أخس من قديد الا عسفان…	pessimistic	finance
النطيحه والمترديه لكن اذا لا بد هالسهمين بترورابغ .	neutral	finance
وراوه سذا بدون رقيمه	neutral	finance
السبب أن المهلة أطول بكثيييير فياخذون راحتهم ، طبعا ما عدا الشركات المحترمة .	neutral	finance
ياليت ادارة اسمنت نجران تتعلم منهم	neutral	finance
مافيه مقارنة بينهم فرق كبير في المعطيات المالية	neutral	finance
قريت من اسباب الخساره الايقاف الغير مخطط لوحده تكسير الايثيان. معقوله مافيه تخطيط لشركه كبيره	pessimistic	finance
تلقاهم مشغولين بالشرقيه الزراعيه يطبلون	neutral	finance
لا طبعا لا يستحق	pessimistic	finance
والله من الفضاوه بس تبي تشخمط هذا قسم اسهم الله يصلحك بس	neutral	finance
ههههه صح لسانك انشهد انه من فئة التيوس الله يكفينا شره	pessimistic	finance
هو ودار الاركان فيها هوامير بس يبون توزيعات	neutral	finance
اللي يسلم عقله لواحد مثلك مافي حسوفة مثلك وبخبرتك وين نلقى	pessimistic	finance
وين تصريح ولي امرك يابابا هههههاكبر شوي وبعدها أرد عليك	neutral	finance
لو نسلم من التطبيل بس جلسه تحرك فيها وهو مجمد 4 سنوات هااتركوه من التطبيل طلبتكم ؟	pessimistic	finance
من الآخر: الرخيص رخيص ولو اغليته!!!	neutral	finance
ارغب القديم وذلك لسهولته وصعوبة الجديد	neutral	finance
تقارن 738 مليون سهم مع 37 مليون سهم مقارنه غير عادله	pessimistic	finance
مثل تطبيلك لموارد 😂😂😂	neutral	finance
مستجين من الاعلان خسائر فلكية خسرت كثير ايام تداولها لو رجعت بيكون فرصة للتعويض بيكمل نسب مدة اسبوع	optimistic	finance
قسم فيني غبنة غير طبيعية ويكند بيكون طويل علي على اساس يجي الاحد واحاول اعوض	neutral	finance
حدث العاقل بما يعقل نتائج هرفي في تدهور واضح الا في حالة رجوعه لللارقام والنتائج العالية..	pessimistic	finance
شكل الخبيث براسه رقم سفلي بيجيه قبل انتعاش السهم من جديد	pessimistic	finance
مامعنا حل الا نصبر وننتظر لعل ربك يفرجها ويفكنا من أنجس مضارب عرفه السوق.	pessimistic	finance
الله يسمع منك يارب يبغى يطفش ملاك السهم بشتى الطرق لكن الله يعوض صبرنا خير	optimistic	finance
من الانهيار 2008م والسوق دمار وللحين عندنا ثقه برفع السوق الله يخارجنا وبس	pessimistic	finance
سوق المملكة العربية السعودية مظلوم رقمياًَ المفترض فوق 21000 بالراحة	optimistic	finance
ان شالله ينفع مع هالسهم الهالك	optimistic	finance
بعد ورانا نزول ثاني ذا السوق اشغلنا متى عاد يدخل في موجه صاعده حقيقيه	pessimistic	finance
السهم. نزل اليوم 123 هل يعود بنا 133 السهم وصل 129 لكن. غثنا ورجع 124 ماندري يجمع ولا وش يسوى	pessimistic	finance
الله يشفيك شكلك مبتلى	pessimistic	finance
للاسف لا هامور خضر ولا علم خضر	pessimistic	finance
هذا اللي خسرني امس واليوم سعر الشراء ٣٤ريال سعر إغلاق ٣٢.٨٠ ريال	pessimistic	finance
عذيب اربكة اسهم المضاربة خلها تهدئ شوي و تظبط انابيب	optimistic	finance
س : ما سبب الهبوط المظلي ل سهم مصرف الراجحي !	neutral	finance
السهم مالياً سيء فنياً ماشفت شارته	pessimistic	finance
افلم فيه بن صخـيبر من حر ماتونس يالشثري	neutral	finance
لازم يعوض الخسارة الفادحة في شركة لوسين	neutral	finance
بالضبط هذا الي حصل لي الله لا يوفقهم في هذي الدنيا	pessimistic	finance
عساه بالفقر بين عيونه اللي قاله ، قل آمين اشك انه انت اللي خارج السوق	pessimistic	finance
70 الف برميل ماتغطي محطة من محطات الدريس سنة مايبذك الا اردى الدبش	pessimistic	finance
رفع الديزل يجعل الشركات الاجنببه تهون عن قرارها فالمفروض ماترفعه بالوقت الحالي	pessimistic	finance
معادن وراه الصندوق وهو مايوزع ارباح منذو تأسسة الشركة نسمع جعجعه ولا .... اماك مع نفسه مضارب حسود يوزع ارباح	pessimistic	finance
المشكله في مجلس ادارته عسى الله يبليهم بفاجعة المال والولد	pessimistic	finance
وهل الحقائق اصبحت ارجااااااااااااااااااااااااااااااااااااااااف	pessimistic	finance
حياتي كلها في الاسهم عمري ما شفت مثله مجنون ومعتوه	pessimistic	finance
لانهم عارفين ان الاغلب متعلق ومنتف ولو ان اللي جالس يضغط عنده شك ان اسهمه راح تطير كان ماضغط	pessimistic	finance
حرام عليك يابوسالم خل الصناديق تترزق منا عليهم قصور الايام ذي	pessimistic	finance
ياخي انت مواضيع دائم فيها ذكر شؤم وبث اليأس في القطاع اتق الله يوم لا ينفع مال وبنون	pessimistic	finance
سهم معاكس السوق بانخفاضه والسوق يرتفع	pessimistic	finance
اسيج وسايكو اوقح سهمين وابخل مضاربين	pessimistic	finance
الله يشغلهم كرهو الناس بالسهم	pessimistic	finance
الملاك لايملكون كميات وملاك عنايه ماعتقد فيهم اهبل يقبل حرق 50٪ من محفظته	pessimistic	finance
انت عساك من هذا الحال ورد لو سمعنا كلامك وارجافك بعنا في خساره عساك الخساير الي ماتطلع منها	pessimistic	finance
وشوله اكتتاب ويمسكون فلوسنا يحطون لكل واحد سهم وخلصنا	pessimistic	finance
توصية ممتازة ، جاب ريال واحد خلال اسبوعين وفي يوم واحد يخسره . امحق من سهم غثيث !!!!	pessimistic	finance
ظغطنا الله يظغطه استغفر الله العظيم شركات التأمين مبدعه والمروح وانتم بكرامه يتفرج	pessimistic	finance
باختصار انت كذبت في الماضي وستظل كذاب	pessimistic	finance
تدوير وسيولة بيع صادونا	pessimistic	finance
معكم معكم في كل ما تقولون سهم دمار شامل .. كامل حسبي الله على من خلى السهم مكروه بهذه الطريقة	pessimistic	finance
لا … السوق يدار بالريموت كنترول !	pessimistic	finance
عندك قطاع الريتات باكمله وقطاع البتروكيماويات كلهم ما تحركو كلهم مضيعه للوقت	pessimistic	finance
الظاهر المحافظ حقت الصغار مكشوفه عند الكبار وهيئة السوق له اليد الطويله من نشكي اذ صارو الكبار اذناب مشكل كبير	pessimistic	finance
مسيطرين على أموالنا وقف النظام عذر غير مقبول	pessimistic	finance
العالم على ابواب ازمه عالمية والحبايب يطالبون بتوزيع ارباح حلوووو	optimistic	finance
مايحدث في السهم بشكل خاص واسهم القطاع بشكل عام مبالغ فيه.. لمصلحة من يحدث ذلك؟!	pessimistic	finance
بدأ التطبيل ابشروا بالخساير والتعليق	pessimistic	finance
وقال محللون/ أنك أسوأ عضو في المنتدى وذكر بعضهم أنك جاي للتطيبل مطفي منور	pessimistic	finance
معقوله الاعضا المميزين ذول عندهم صلاحيات تعديل وحذف المشاركات؟؟ هزلت ورب الكعبه	pessimistic	finance
اسال ايلون ماسك هو اللي بيدمر شركات الاتصالات	pessimistic	finance
خذوا عبره من سهم الصقربعد رفض الاندماج	pessimistic	finance
لا واضح العاده 8 او 10 هللات زي وجيهم طلوع نزول اليوم من زود التناحه اربع هللالت وبعد نزول فقط	pessimistic	finance
تلاعب بالأرقام لصالح صناديق اليهود يتلاعبون بعشرات المليارات ويستفيدون بالتلاعب بهز المؤشرات اليهود ملوك الربا والبورصات	pessimistic	finance
خله يرش نفسه بالأخير اللي بيجري علينا بيجري عليه اكبر لانه يملك كمية اكثر	pessimistic	finance
وبحول الله وقوته لن يتم	pessimistic	finance
الحين سيوله عاليه بدون اي فايده بالعكس خساير	pessimistic	finance
لماذا لا يرفعونها دفعة واحدة وخلاص	neutral	finance
ما حلت على السوق بخير شركة تعبث بالسوق وشركاته حسبنا الله عليهم ونعم الوكيل ...	pessimistic	finance
السبب البنك صانع السوق وموظفيه شراء كميات ثم رشه بدون عمولة بعدما صرحت الهيئة قبل ستة أشهر وهذه طريقتهم	neutral	finance
وش هالاسعار هذي انتفاخ غير طبيعي من بيدخل ب هالاسعار لنكن واقعيين	pessimistic	finance
متعطل يوم كامل يعني ؟؟ حسبي الله عليهم	pessimistic	finance
أين الفائدة من المنحة إذا كان المحصلة هي رأس المال السابق؟ المفروض تكون المنحة ربح وزيادة	pessimistic	finance
مضاربه غثيث يرتفع 3ريال وفي لحظة ينزله ريالين	pessimistic	finance
مشكلة السهم هذا مضاربه او الصندوق الي مستحوذ عليه الله يصلح حاله مايبغى السهم يرتفع	pessimistic	finance
مصر على انزال السهم وضاغط بكل خسه ونذاله هل من محاسبه لهذا المسؤول عن دمار السهم والضرر بالمساهمين	pessimistic	finance
الله ينتقم من مضاربه سحب بنا تسحيب ونتفنا	pessimistic	finance
شيلو عروضكم دمرتو السهم	pessimistic	finance
المشكلة حدود 19٪ من اسهم الحقوق عدد مو بسيط اتوقع انه من الجهل وقلة الوعي عند المساهمين	pessimistic	finance
ان شاء الله ما رايح يندمج الجميع يصوت بالرفض مثل امانه	pessimistic	finance
آمين الله يرجه ويرج اللي على بالي ويسلط عليه قول آآآآآمين ياأستاااذالغرااام	pessimistic	finance
وبعدين معك طولتها كثير الي اين تذهب بنا ولكن تذكر لن اعطيك سهما واحدا ابدا ابدا	pessimistic	finance
هانت صحيح طفشنا بس أغلبوهم بالجلوس يغلبوكم بالفلوس	pessimistic	finance
هذا يعني ان الصندوق اذا كان في السهم دمره	pessimistic	finance
الحل حظر عن الجوال ما يدخل المنتدى نهائي	neutral	finance
السهم قلب احمر رش عنيف وعروض قويه قايلك لا تلحقني	pessimistic	finance
اشغلتك اجل وانت تضلل الناس وتخسرهم بتوصيات فاشلة مستحيل اشتري على كلام غير المحللين الأكفاء الصادقين	pessimistic	finance
حرررك الله يرزق ملاكه ....	optimistic	finance
السهم ماطاله من الاتفاعات شي ... لماذاجني الارباح	pessimistic	finance
قنبله السهم حقيقه بس تعرف احنا شعب مطفوق مانصبر	pessimistic	finance
يجيه يوم يطقق عليه كما تدين تدان	pessimistic	finance
يبي يرجف عاد هذا المعرف معروف….	pessimistic	finance
السهم تو تجزء وواضح رفعوه لعرض التصريف كما جصل سابقآ بشمس	neutral	finance
اكره شي اشوف هي مسألة رهن اصل مقابل قرض! جازان سنوات من التعذيب النفسي لملاكها!	pessimistic	finance
قدم شكوى لسوق المال	neutral	finance
اعلى تاريخي السوق الامريكي من 100 سنه وحنا ازعجونا بالفائدة لا عقار نزل ولا سوق اسهم ارتفع	pessimistic	finance
الواضح إن مضارب السهم لئيم جدا ..وبس ..!! السوق طلع 2000 نقطة وهو تركيع وجع ..!	pessimistic	finance
أرجو الإجابه للضروره بحثت في عدة اعلانات لايوجد توضيح فقط مذكور ديون وقروض عاليه جدا بتويتر	neutral	finance
أسأل الله أن ينتقم منك ويرد دعوتك عليك	pessimistic	finance
السهم عكس كل كلامك وانه متجه ل ٢٢ ريال نصيحه لا تحط بذمتك شي	pessimistic	finance
علم صح عليك انا مراقبه اما الباقيات ما اتابعها ويقولون كفايه دلع بيطق الميه وعذيب عذبني	pessimistic	finance
حسبي الله عليهم ربح طيبة ٩ اشهر ٨٩ هلله دور ٩ اشهر ٢٨ هلله كيف تتم مبادلة سهم بسهم	neutral	finance
3 مرات وهم يخفضون ويســـــــــــــرقون اموال الناس حسبنا الله عليهم ونعم الوكيل والله مشــكلة مع هذه الشركة الفاشـــــــــلة .!!	pessimistic	finance
نصيحة لوجه الله لا تشريه يرفع ضغطك	pessimistic	finance
ردد دائما وابدا حسبنا الله عليهم ونعم الوكيل هذا سهم مريييييييييييض	pessimistic	finance
كانت بين يدينا بسعر 30 ريال وعايفينها تبينا ندخلها عقب مادبلت عدة دبلات وفي وقت قياسي!	pessimistic	finance
هيئة التأمين متى ستقوم بدورها بدلا من البنك المركزي وايقاف العبث في شركات التأمين	pessimistic	finance
قمة الفساااااااااااد حسبنا الله عليهم ونعم الوكيل ...	pessimistic	finance
العبداللطيف كل ماشالوا العرض حط عرض جديد نعنبوه من مضارب دمر السهم الاسهم طارت وهو مكتفه	pessimistic	finance
التامين كله يتعرض لتعذيب	pessimistic	finance
اللي يقراء موضوعك وهو بكامل السيولة في السوق ايش تتوقع منه يسوي🤔 أحذر من قول حسبي الله ونعم الوكيل.	pessimistic	finance
والله ما يحدث في قطاع البتروكيماويات اجراااااااااام وضرب متعمد ومقصود حسبنا الله ونعم الوكيل	pessimistic	finance
الله يلعن مضاربه ويحرق ماله هو ومضارب المتحده مثل ما أحرقوا مالنا والله يريهم الخساره في أنفسهم واموالهم واولادهم	pessimistic	finance
شرا بس ماباع و الان هوا بلشان والي معه بلشانين والي برا بلشانين يدخلوا اول لا	pessimistic	finance
وهذا الي بيسير ويكسر مجاديف الاستثمارات الأخرى.... ،،،،	pessimistic	finance
حسبنا الله على كل مرجف	pessimistic	finance
ياليت يرفضون الاندماج لكن حسبنا الله ونعم الوكيل شكلهم ناوين الدمج بقوه	pessimistic	finance
نفسي اعرف من وين تلطش الرسومات والتحليل اتحداك تفسر معنى ستوكاستيك... كم مره جبت تحليل سلبي ويطلع السوق بعدها...	pessimistic	finance
خلو نتقاط في الشباب	optimistic	finance
كل ربع تربح وآخر اعلان لها كانت ارباحها فوق 90٪ فوق الخيال ومانقول إلا حسبنا الله ونعم الوكيل	pessimistic	finance
السهم اليوم دمار شامل	pessimistic	finance
المضارب متورط ولم يجد من يصرف عليه كمياته	pessimistic	finance
انتبه انتبه لا تتورط وتورط غيرك	pessimistic	finance
يعني بالله علشان الشارت يبي ينزل هيا عاد	pessimistic	finance
هالأكاذيب ماعاد تنطلي على الشعوب	pessimistic	finance
العضو ( عين خير ) انت عندى في قائمة التجاهل .. ولا اعلم ماكتبت ولكن اقول الله لايحيك ....	pessimistic	finance
وسوقنا ماله نصيب فقط اسهم معينه الي ترتفع والباقي تهميش	pessimistic	finance
عطلان للأسف خدمة التداول عندهم صفر من ١٠٠	pessimistic	finance
اقول انتبه للريالين الي معك لاتطير	pessimistic	finance
أعرف أن لكل مجتهد نصيب السؤال أين هم من تحليلهم لماذا لا يوضحون فنيا وهل إختفاءهم إقرار بهزيمتهم فنيا	pessimistic	finance
معاه ب 9 ونت عارف بلاش حركات	neutral	finance
ياعيال دهون الحين يحذر هو والاماكن والشله وبعد ٨٠ يشترون فيها ويتعلق ويطبل هذا هو ذيب الحره تحروه يصيح منها	pessimistic	finance
باعظيم 10 مليون وأقل من سعره ب 64 انا اتكلم عن المتحكم في السهم غثيث	pessimistic	finance
له سنتين ماوزع ولا هلله الله يقلعه من ريت شغلتهم بس تغيير في المدراء	pessimistic	finance
توقع كم شهر نصبر على غثآه	pessimistic	finance
لن تشطب جميع خسائرها مالكم كيف تحكمووووووون ...سيبقى هناك خسائر مقدارها ٤٠ مليون يااخوااااااااااااااااااااااااااان	pessimistic	finance
المفروض ولكن المتحكم ظالم لنفسه ولكل من معه حسبنا الله عليهم ونعم الوكيل ...	pessimistic	finance
الهيئة تبي الاسهم محنطة لا تتحرك لكي ترتاح لذلك جالسة تطفش كبار المضاربين	pessimistic	finance
اوسخ مضارب في السهم كل مايوصل ٣٠ يرش	pessimistic	finance
صعود ثم هبده والله ذبحنا ذا السهم	pessimistic	finance
اجل من وين تبيهم يصرفون؟؟	pessimistic	finance
غصب طيب يبي ينشف السهم من الملاك اسلوب التطفيش الممتنع	pessimistic	finance
لهم كم شهر والسهمين يطلع نص ريال وينزل ريال	pessimistic	finance
اول ما يتأثر القير أو الونش يخبط على طول	pessimistic	finance
ميدغلف يجيب المرض طالع نازل	pessimistic	finance
تخيل يسوونها المساهمين مع ادارات الشركات الفاسده	pessimistic	finance
القديم قفل علي ماعاد يفتح	neutral	finance
رفع ريال على كيس الاسمنت وانتهى الموضوع من يتحمل هذا الارتفاع المستهلك الاخير	pessimistic	finance
واذا كلنا ابتعدنا عنه طيروه فووق	pessimistic	finance
عدل لو شي بسيط ولا شف شركات ثانيه افضل لك اما تجلس كذا معلق	pessimistic	finance
لازم يلحق الوطنية وبروج والا ماراح يخلونه اهل القطاع في حاله	pessimistic	finance
قسم بالله تعدو كل الاعراف ودخلوا بالمسخرة الفعلية ما هذا	pessimistic	finance
لا عبء ولا يحزنون سوف يرفعون سعر كيس الأسمنت ريال من اجل تكلفة الوقود مثل ما رفعت المراعي الزبادي ريال	pessimistic	finance
قمة الفشل .. الاصرار على الفشل	pessimistic	finance
كلام خطير ماذا اذا تفعل الشركة طوال هذه السنوات وماهو الحل	pessimistic	finance
لو فيه تدبيلات ما راح يقولون ايام ازمة كرونا دبلت الاسهم والناس تتفرج	pessimistic	finance
الله لايردهم افسدوا الاقتصاد العالمي ونفخوا فقاعته للحد الاقصى وهي على وشك الانفجار	pessimistic	finance
ورينا الدبلات مافيه الا سلامه واتحاد الخليج والصقر ؟ غيرها مجمد تجميد متعمد ؟؟؟؟	pessimistic	finance
الخساره تضاعفت حسبي الله ونعم الوكيل	pessimistic	finance
انخفاض التضخم بينما الفجار وتجار السلع والمستهلكات كل يوم بتربله القيم وتدبيل الاسعار لسداد فوتير الغلاء وتربلات قيم استهلاك الكهرب	pessimistic	finance
المضارب متعمد ان السهم يتحرك ... ولاهو قادر يقفله نسبه في لحظه...	pessimistic	finance
سيأتي الدور على الجميع غصب عنهم وش عند الدريس غير المحطات شوف سعره كم وصل اركد اركد فديتك	optimistic	finance
دايم اي ضغط يولد انفجار	pessimistic	finance
